post_id,post_topic,content_type,engagement,post_age_hours,author_experience,author_network_size
P03028,Machine Learning,Image,0.4408,5.6,4.3,282
P03029,Career,Video,0.0627,27.4,3.6,141
P03030,Career,Video,0.2466,159.9,3.8,709
P03031,Finance,Text,0.0066,32.5,0.9,314
P03032,AI,Text,0.3624,1.1,6.5,273
P03033,Data Science,Video,0.5685,17.1,7.0,720
P03034,Marketing,Text,0.6629,3.7,3.3,207
P03035,Data Science,Video,0.1833,8.1,8.6,450
P03036,Marketing,Article,0.2862,22.2,14.3,331
P03037,Career,Job Opportunity,0.2318,25.8,1.1,647
P03038,Design,Job Opportunity,0.3197,23.4,4.4,469
P03039,Data Science,Text,0.406,43.1,6.4,545
P03040,Design,Text,0.2087,25.5,1.2,220
P03041,Software,Article,0.3911,36.5,12.1,211
P03042,Design,Job Opportunity,0.0494,61.9,7.9,307
P03043,Machine Learning,Article,0.734,9.3,8.0,543
P03044,Finance,Image,0.1886,13.5,12.2,448
P03045,Leadership,Image,0.2274,45.5,4.3,616
P03046,AI,Text,0.7386,58.0,4.4,169
P03047,Data Science,Image,0.2495,28.6,5.3,114
P03048,Software,Text,0.2138,13.7,6.8,225
P03049,Career,Text,0.5075,12.5,7.1,196
P03050,Finance,Job Opportunity,0.5271,34.3,2.5,156
P03051,AI,Text,0.4032,35.4,1.8,280
P03052,AI,Article,0.403,71.9,7.5,119
P03053,AI,Video,0.2482,2.6,7.1,212
P03054,AI,Video,0.3107,12.1,10.3,153
P03055,Finance,Video,0.3224,21.2,9.1,130
P03056,Software,Text,0.5479,13.9,1.5,124
P03057,Machine Learning,Video,0.5164,31.6,1.9,151
P03058,Data Science,Text,0.0909,81.5,2.7,499
P03059,Data Science,Text,0.2212,30.3,5.8,263
P03060,Marketing,Article,0.2961,23.9,11.6,361
P03061,Finance,Video,0.5848,31.3,5.8,280
P03062,Design,Image,0.5087,23.2,4.8,549
P03063,Data Science,Article,0.4361,2.7,1.9,493
P03064,Data Science,Article,0.2634,16.2,4.6,505
P03065,Data Science,Image,0.5073,19.4,7.9,285
P03066,AI,Text,0.3485,31.8,3.8,321
P03067,Leadership,Text,0.3396,178.4,3.4,129
P03068,Finance,Video,0.4268,1.3,9.7,188
P03069,Data Science,Text,0.2436,14.5,6.9,595
P03070,Data Science,Article,0.2954,53.6,9.1,212
P03071,Finance,Image,0.3106,21.5,2.8,269
P03072,Design,Article,0.2935,4.5,13.7,532
P03073,Data Science,Image,0.5174,30.6,3.3,399
P03074,Data Science,Image,0.1956,39.0,4.3,331
P03075,Machine Learning,Article,0.5247,25.3,7.5,271
P03076,Software,Image,0.8083,0.4,3.3,630
P03077,Leadership,Video,0.3122,25.2,6.2,194
P03078,Leadership,Job Opportunity,0.1455,20.0,6.4,424
P03079,Career,Video,0.2153,88.3,4.5,263
P03080,Finance,Text,0.3987,20.4,6.6,506
P03081,Design,Video,0.2597,4.9,3.7,542
P03082,Finance,Video,0.191,20.7,6.9,359
P03083,Machine Learning,Image,0.1566,3.0,8.0,761
P03084,Machine Learning,Text,0.7475,24.3,5.2,572
P03085,Finance,Image,0.42,27.1,8.6,261
P03086,Data Science,Text,0.6215,6.0,2.9,390
P03087,AI,Job Opportunity,0.6465,4.2,5.3,404
P03088,AI,Text,0.1616,17.7,14.9,703
P03089,Marketing,Article,0.1139,26.6,5.2,102
P03090,Leadership,Article,0.4594,17.2,4.5,775
P03091,Machine Learning,Job Opportunity,0.298,27.7,2.2,95
P03092,Software,Image,0.247,14.0,3.0,469
P03093,Finance,Text,0.1913,54.2,5.0,466
P03094,Machine Learning,Job Opportunity,0.4082,1.8,9.8,280
P03095,Career,Article,0.1052,216.7,8.3,525
P03096,Marketing,Article,0.394,17.2,11.9,128
P03097,Data Science,Article,0.2411,46.1,2.6,174
P03098,Marketing,Text,0.4545,0.2,6.4,141
P03099,Machine Learning,Text,0.4563,3.1,5.3,194
P03100,Software,Article,0.2421,86.0,5.5,753
P03101,Finance,Article,0.4238,3.1,7.9,880
P03102,Design,Text,0.3843,8.3,7.4,306
P03103,Career,Article,0.4147,22.5,7.1,382
P03104,Marketing,Video,0.5751,30.5,7.4,1517
P03105,Data Science,Text,0.398,24.5,1.0,236
P03106,Design,Article,0.254,19.0,15.2,192
P03107,Machine Learning,Article,0.6412,49.2,5.4,684
P03108,Software,Video,0.4499,71.3,8.2,217
P03109,Data Science,Image,0.3474,59.4,20.6,152
P03110,Finance,Text,0.3745,29.9,9.8,660
P03111,Leadership,Video,0.4752,100.2,3.4,976
P03112,Data Science,Job Opportunity,0.4058,43.8,4.8,222
P03113,Design,Image,0.3995,11.8,9.9,321
P03114,Data Science,Text,0.2673,11.1,11.6,671
P03115,Marketing,Job Opportunity,0.624,5.2,5.3,180
P03116,AI,Text,0.346,29.7,1.4,698
P03117,Machine Learning,Text,0.3005,7.4,2.8,1051
P03118,Machine Learning,Video,0.4353,60.1,3.8,123
P03119,AI,Text,0.1064,33.2,6.3,113
P03120,Career,Job Opportunity,0.3612,42.1,6.7,91
P03121,Marketing,Article,0.4218,7.9,8.4,218
P03122,Career,Text,0.1239,37.2,9.5,121
P03123,Software,Article,0.5116,4.0,0.5,786
P03124,AI,Video,0.3781,17.8,4.1,153
P03125,Software,Text,0.1479,1.6,9.5,239
P03126,AI,Text,0.1495,33.5,12.8,440
P03127,Software,Job Opportunity,0.1673,1.5,7.0,171
P03128,AI,Article,0.5487,16.4,2.3,332
P03129,Machine Learning,Article,0.1492,12.0,5.8,553
P03130,Marketing,Video,0.4295,75.3,10.6,3934
P03131,Design,Text,0.4025,16.8,1.7,447
P03132,Software,Article,0.1811,55.7,2.4,93
P03133,Design,Text,0.5057,74.6,2.5,574
P03134,Leadership,Article,0.3122,12.4,7.4,422
P03135,Machine Learning,Text,0.6563,3.1,3.0,493
P03136,AI,Image,0.3727,6.5,0.3,305
P03137,Machine Learning,Text,0.425,20.9,10.7,667
P03138,Leadership,Text,0.3159,5.7,5.1,270
P03139,Leadership,Text,0.5697,17.5,15.4,422
P03140,Career,Job Opportunity,0.0771,18.0,8.1,389
P03141,Finance,Image,0.3376,25.5,5.2,359
P03142,AI,Text,0.5819,16.6,8.8,254
P03143,Design,Video,0.199,34.4,2.7,807
P03144,Career,Text,0.4806,27.8,6.5,994
P03145,Leadership,Article,0.6006,21.5,6.4,1550
P03146,Design,Text,0.6731,87.7,4.8,367
P03147,Software,Video,0.0352,18.7,1.9,397
P03148,Finance,Text,0.225,50.6,6.2,416
P03149,Finance,Text,0.1197,44.6,6.1,176
P03150,Software,Video,0.1603,50.8,3.3,671
P03151,Design,Job Opportunity,0.2811,2.4,1.8,267
P03152,Marketing,Job Opportunity,0.1678,2.5,3.0,532
P03153,Design,Video,0.4577,67.3,13.5,132
P03154,Software,Video,0.557,28.6,3.5,521
P03155,Finance,Text,0.4688,15.1,6.2,926
P03156,Design,Text,0.3012,9.7,6.0,198
P03157,Machine Learning,Image,0.3459,2.0,4.7,235
P03158,Finance,Article,0.5338,70.6,13.9,230
P03159,Career,Job Opportunity,0.3699,82.4,7.8,230
P03160,Career,Text,0.2875,3.6,7.2,985
P03161,Leadership,Article,0.2308,1.3,5.3,372
P03162,Marketing,Text,0.4025,96.1,3.5,157
P03163,AI,Image,0.336,79.7,5.4,177
P03164,Software,Text,0.1993,46.2,7.9,66
P03165,Career,Video,0.2687,6.3,8.9,185
P03166,Finance,Text,0.7279,14.4,7.9,125
P03167,Data Science,Video,0.3366,28.2,0.9,130
P03168,Career,Video,0.4232,22.0,1.4,244
P03169,Data Science,Job Opportunity,0.1685,61.3,4.4,144
P03170,Data Science,Text,0.1823,21.7,1.4,300
P03171,Data Science,Text,0.4245,37.6,2.6,454
P03172,Data Science,Article,0.2263,3.9,2.1,431
P03173,Finance,Text,0.304,36.8,4.5,403
P03174,Design,Image,0.0119,64.0,5.3,45
P03175,Design,Article,0.5329,5.0,1.9,226
P03176,Data Science,Job Opportunity,0.2329,23.2,11.5,919
P03177,Data Science,Article,0.4768,32.4,6.5,1824
P03178,Career,Image,0.0888,12.1,5.1,631
P03179,Marketing,Video,0.2531,67.2,8.6,346
P03180,Machine Learning,Job Opportunity,0.2009,68.9,5.0,170
P03181,Finance,Text,0.2469,45.6,6.8,898
P03182,Career,Video,0.3389,11.1,3.6,292
P03183,Data Science,Article,0.2016,21.9,2.8,271
P03184,Marketing,Text,0.1121,50.9,2.1,828
P03185,Leadership,Image,0.6091,73.9,5.5,28
P03186,Machine Learning,Article,0.2132,28.2,6.4,312
P03187,Design,Image,0.4648,7.0,16.9,102
P03188,AI,Text,0.2928,74.4,0.8,514
P03189,Machine Learning,Text,0.3709,0.5,5.0,1205
P03190,Software,Video,0.174,62.1,8.8,490
P03191,AI,Article,0.8138,54.0,2.6,1597
P03192,Marketing,Video,0.2308,16.6,10.1,390
P03193,Finance,Job Opportunity,0.3181,48.4,8.8,1048
P03194,Data Science,Article,0.4833,63.7,10.5,93
P03195,Design,Text,0.3687,45.1,7.1,391
P03196,Software,Article,0.4494,12.3,2.8,115
P03197,Career,Text,0.0392,90.7,5.2,449
P03198,Marketing,Image,0.4262,55.6,9.4,256
P03199,Leadership,Job Opportunity,0.4768,9.2,3.0,282
P03200,Design,Text,0.3289,6.4,1.4,278
P03201,Software,Article,0.3699,1.2,1.9,765
P03202,Machine Learning,Article,0.2492,14.6,7.9,385
P03203,Career,Text,0.156,40.6,3.2,384
P03204,Marketing,Text,0.4305,0.8,6.5,335
P03205,Machine Learning,Job Opportunity,0.5468,3.7,8.6,587
P03206,Design,Article,0.2442,20.4,3.8,277
P03207,Leadership,Image,0.403,1.0,2.3,136
P03208,Finance,Text,0.2404,42.6,2.5,712
P03209,Machine Learning,Job Opportunity,0.3349,13.1,15.5,232
P03210,Design,Job Opportunity,0.5436,44.7,2.6,413
P03211,Finance,Job Opportunity,0.205,25.1,6.8,608
P03212,Marketing,Text,0.2569,15.7,0.9,140
P03213,AI,Text,0.5807,6.3,9.0,172
P03214,Leadership,Article,0.242,15.2,6.5,105
P03215,Career,Article,0.228,62.0,4.5,250
P03216,Career,Video,0.2059,31.1,5.0,770
P03217,Data Science,Job Opportunity,0.6406,11.8,5.8,324
P03218,Machine Learning,Video,0.3958,38.5,1.5,1023
P03219,Data Science,Text,0.2534,39.9,7.4,429
P03220,Marketing,Article,0.1091,180.8,14.1,209
P03221,Software,Video,0.3087,141.6,0.2,191
P03222,Marketing,Article,0.5417,43.4,3.0,1171
P03223,Design,Article,0.1447,12.8,5.0,617
P03224,Machine Learning,Article,0.4987,34.8,11.2,286
P03225,Software,Job Opportunity,0.4475,12.8,13.3,368
P03226,Finance,Text,0.0941,49.9,0.7,231
P03227,Machine Learning,Job Opportunity,0.2014,121.6,8.5,44
P03228,Leadership,Text,0.5827,3.1,12.6,354
P03229,AI,Video,0.2914,34.1,1.1,122
P03230,AI,Image,0.1185,17.7,6.9,247
P03231,Data Science,Job Opportunity,0.132,20.9,12.7,121
P03232,Data Science,Article,0.5594,0.6,4.1,285
P03233,Leadership,Article,0.8047,34.7,6.3,149
P03234,Machine Learning,Article,0.2331,8.6,3.9,349
P03235,Career,Text,0.0794,17.2,6.9,576
P03236,Machine Learning,Article,0.3942,6.0,9.7,424
P03237,Design,Video,0.167,55.4,10.9,102
P03238,Finance,Text,0.4314,7.9,3.1,87
P03239,Leadership,Job Opportunity,0.329,6.1,1.9,118
P03240,AI,Image,0.1006,71.1,6.9,750
P03241,Leadership,Video,0.265,7.0,7.9,1903
P03242,Data Science,Video,0.2675,35.9,1.7,193
P03243,Finance,Article,0.3115,35.2,4.3,146
P03244,AI,Article,0.264,26.6,12.3,1002
P03245,Marketing,Text,0.3657,46.3,4.2,236
P03246,Design,Job Opportunity,0.4173,2.0,10.3,310
P03247,Design,Article,0.6008,94.5,3.4,376
P03248,Career,Text,0.4337,28.7,10.3,191
P03249,Leadership,Image,0.5616,54.4,5.1,178
P03250,Machine Learning,Text,0.2365,26.8,4.4,310
P03251,Data Science,Job Opportunity,0.1029,1.0,5.3,238
P03252,AI,Job Opportunity,0.6978,21.7,2.9,79
P03253,Software,Article,0.3031,129.1,1.8,161
P03254,Software,Video,0.1351,34.0,4.1,296
P03255,Leadership,Article,0.1613,37.4,7.9,212
P03256,AI,Text,0.153,12.8,1.2,491
P03257,Design,Job Opportunity,0.3735,7.7,11.0,177
P03258,Leadership,Article,0.2912,54.6,4.4,1408
P03259,Leadership,Job Opportunity,0.5442,20.3,8.1,344
P03260,Marketing,Job Opportunity,0.5437,6.3,4.0,351
P03261,Software,Video,0.4242,6.7,7.6,219
P03262,Finance,Text,0.5641,1.4,7.9,267
P03263,Marketing,Text,0.4713,38.9,12.1,73
P03264,Career,Text,0.319,73.9,1.2,330
P03265,Leadership,Article,0.1881,5.4,4.9,1595
P03266,Career,Article,0.3298,9.1,9.7,677
P03267,Finance,Article,0.4085,0.6,5.0,90
P03268,Data Science,Video,0.458,31.5,4.5,417
P03269,Career,Article,0.1561,82.8,4.2,472
P03270,Marketing,Text,0.2643,20.4,5.5,1113
P03271,Data Science,Video,0.2662,13.0,7.8,176
P03272,Data Science,Article,0.3851,8.6,4.5,2055
P03273,Marketing,Text,0.3073,32.9,9.8,361
P03274,Marketing,Article,0.5986,0.6,6.2,170
P03275,Data Science,Article,0.3402,15.7,4.7,90
P03276,Machine Learning,Article,0.448,0.1,5.5,300
P03277,Design,Article,0.5879,11.9,9.7,390
P03278,Software,Text,0.7018,29.0,3.2,132
P03279,Machine Learning,Article,0.5451,36.1,4.2,544
P03280,Software,Text,0.2126,2.2,3.4,503
P03281,Career,Video,0.4588,110.5,4.3,333
P03282,Machine Learning,Video,0.0179,2.1,5.3,166
P03283,Leadership,Text,0.2742,9.1,9.6,335
P03284,Data Science,Job Opportunity,0.2158,0.8,7.8,1442
P03285,Marketing,Image,0.4057,7.2,5.2,158
P03286,Leadership,Video,0.0888,61.2,5.0,81
P03287,Software,Text,0.184,76.5,7.0,245
P03288,Data Science,Article,0.2332,6.5,4.0,173
P03289,Career,Text,0.1645,96.6,3.1,75
P03290,Design,Text,0.3346,12.9,7.0,458
P03291,Career,Job Opportunity,0.2617,82.9,3.2,115
P03292,Software,Job Opportunity,0.3491,0.9,2.7,106
P03293,Software,Article,0.2718,11.7,17.8,637
P03294,Design,Job Opportunity,0.4366,45.0,1.0,1013
P03295,Leadership,Image,0.1606,4.1,0.8,2617
P03296,Machine Learning,Video,0.4408,2.5,4.9,95
P03297,Marketing,Job Opportunity,0.2474,67.0,7.5,452
P03298,Software,Text,0.614,4.9,4.6,108
P03299,Machine Learning,Text,0.1684,32.2,4.1,350
P03300,Machine Learning,Job Opportunity,0.2504,40.8,14.8,291
P03301,Data Science,Article,0.3238,46.3,3.4,60
P03302,Software,Video,0.7445,40.8,5.3,504
P03303,Career,Image,0.3926,10.3,4.3,330
P03304,Machine Learning,Job Opportunity,0.6895,128.8,5.8,536
P03305,Machine Learning,Article,0.4901,26.4,4.4,121
P03306,Marketing,Video,0.3755,3.0,6.8,1793
P03307,Data Science,Article,0.2282,11.1,5.4,408
P03308,Machine Learning,Job Opportunity,0.2891,36.6,3.9,431
P03309,AI,Text,0.4033,7.4,1.9,997
P03310,AI,Video,0.3435,41.1,0.4,327
P03311,Software,Job Opportunity,0.3308,23.8,7.2,161
P03312,Software,Text,0.516,28.8,2.7,790
P03313,Marketing,Text,0.3484,6.7,5.3,293
P03314,Leadership,Text,0.1747,0.8,1.9,715
P03315,Machine Learning,Video,0.2297,47.7,8.7,301
P03316,Data Science,Video,0.3933,0.9,8.5,1876
P03317,Finance,Image,0.0903,2.5,2.9,316
P03318,Machine Learning,Article,0.508,1.7,7.8,198
P03319,Finance,Text,0.0825,32.0,8.7,428
P03320,AI,Text,0.4809,39.9,11.4,224
P03321,Software,Article,0.1582,53.8,2.1,163
P03322,Leadership,Image,0.6071,33.3,4.0,958
P03323,Software,Text,0.4831,181.5,4.9,118
P03324,Leadership,Article,0.1902,1.3,4.3,744
P03325,AI,Video,0.5915,15.9,12.6,1175
P03326,Finance,Text,0.5644,7.3,6.9,248
P03327,Design,Video,0.819,148.8,2.6,404
P03328,Finance,Article,0.2325,1.9,14.8,167
P03329,Career,Article,0.3165,12.8,7.4,813
P03330,Software,Article,0.4118,72.4,4.1,116
P03331,Machine Learning,Text,0.0906,10.3,1.4,722
P03332,Finance,Image,0.448,22.9,4.5,327
P03333,Software,Video,0.2904,20.2,11.0,165
P03334,Leadership,Article,0.6294,9.0,5.2,186
P03335,Data Science,Video,0.3934,3.2,4.3,480
P03336,Leadership,Text,0.1351,23.5,6.9,125
P03337,AI,Image,0.4742,36.3,4.7,503
P03338,Data Science,Text,0.0772,47.9,8.0,371
P03339,Software,Video,0.3142,71.3,9.0,236
P03340,Leadership,Video,0.2043,16.6,2.8,479
P03341,Machine Learning,Video,0.3829,11.7,10.1,171
P03342,Finance,Text,0.1977,24.2,2.8,259
P03343,Data Science,Article,0.6977,15.5,5.8,237
P03344,Leadership,Article,0.1022,4.3,12.9,117
P03345,Data Science,Image,0.325,79.8,5.6,248
P03346,Leadership,Video,0.361,9.5,1.4,92
P03347,AI,Video,0.431,38.9,6.1,207
P03348,Leadership,Text,0.2877,28.8,8.3,81
P03349,Marketing,Article,0.4957,11.6,8.4,143
P03350,Machine Learning,Text,0.2997,17.3,9.9,155
P03351,AI,Video,0.4979,21.0,5.9,451
P03352,Software,Article,0.7398,83.6,9.0,150
P03353,Design,Job Opportunity,0.5642,13.8,2.6,119
P03354,Software,Article,0.2782,7.3,7.9,238
P03355,Finance,Video,0.1466,28.6,3.9,1477
P03356,Finance,Text,0.8948,9.4,11.3,86
P03357,Software,Job Opportunity,0.4766,9.6,5.8,566
P03358,Finance,Image,0.2126,7.1,4.2,430
P03359,Machine Learning,Text,0.5232,25.8,9.1,1724
P03360,Leadership,Text,0.7947,14.0,5.5,410
P03361,Machine Learning,Job Opportunity,0.4404,11.0,1.4,336
P03362,Marketing,Video,0.2719,71.2,2.4,335
P03363,Software,Article,0.2428,3.6,16.2,316
P03364,Marketing,Image,0.6575,12.3,6.7,570
P03365,Finance,Text,0.1596,6.7,6.0,212
P03366,Marketing,Text,0.2411,69.9,4.7,3690
P03367,Marketing,Image,0.5741,43.4,6.6,646
P03368,Software,Job Opportunity,0.4298,45.0,7.2,279
P03369,Marketing,Article,0.5612,30.1,1.7,266
P03370,Software,Text,0.3596,10.9,4.2,321
P03371,Data Science,Text,0.6156,19.2,3.0,314
P03372,Machine Learning,Job Opportunity,0.281,5.4,1.9,544
P03373,Finance,Job Opportunity,0.3626,22.2,1.0,413
P03374,Career,Job Opportunity,0.4085,73.9,17.1,1051
P03375,Marketing,Article,0.3385,8.8,21.9,151
P03376,AI,Article,0.4516,5.9,16.9,318
P03377,AI,Video,0.5209,14.0,9.1,150
P03378,Software,Article,0.2651,41.6,6.3,224
P03379,Marketing,Article,0.7548,14.9,3.7,217
P03380,Software,Text,0.5515,12.3,4.2,613
P03381,Design,Video,0.3526,15.2,2.0,197
P03382,Marketing,Video,0.6856,35.5,4.9,1006
P03383,Design,Image,0.8005,1.5,1.3,1052
P03384,Design,Article,0.1791,38.0,5.8,583
P03385,AI,Image,0.6625,26.6,2.1,132
P03386,Career,Text,0.0725,42.1,9.5,1040
P03387,AI,Text,0.3125,30.9,4.0,234
P03388,AI,Video,0.3697,27.5,11.1,252
P03389,Finance,Image,0.624,4.7,11.2,498
P03390,Finance,Article,0.1007,73.6,7.7,166
P03391,Marketing,Image,0.3382,28.5,12.3,894
P03392,AI,Video,0.6536,30.3,5.6,624
P03393,AI,Video,0.371,6.1,10.7,3553
P03394,Career,Job Opportunity,0.0892,49.5,6.7,420
P03395,Marketing,Video,0.3104,46.0,11.1,297
P03396,Data Science,Video,0.6155,0.7,6.1,1642
P03397,Machine Learning,Text,0.3485,94.8,10.3,74
P03398,Machine Learning,Text,0.3404,21.2,9.9,396
P03399,Software,Image,0.561,0.7,6.1,296
P03400,Finance,Job Opportunity,0.6103,28.1,2.9,884
P03401,Career,Image,0.2115,4.0,10.4,3967
P03402,Data Science,Image,0.242,20.3,6.1,192
P03403,Data Science,Video,0.1672,54.3,10.8,833
P03404,Design,Image,0.4572,15.9,3.8,1006
P03405,AI,Article,0.2427,34.5,1.3,945
P03406,AI,Text,0.0476,26.2,1.1,402
P03407,Design,Video,0.0518,34.1,2.9,586
P03408,Design,Text,0.6272,8.9,10.6,154
P03409,Data Science,Video,0.3505,62.5,4.1,1366
P03410,Software,Job Opportunity,0.2035,14.9,7.5,139
P03411,Machine Learning,Job Opportunity,0.3261,34.4,7.3,152
P03412,Machine Learning,Image,0.4923,2.7,0.8,263
P03413,Design,Image,0.2742,2.5,7.9,209
P03414,Leadership,Image,0.5269,0.2,7.7,468
P03415,Career,Video,0.4714,15.5,3.0,257
P03416,Finance,Text,0.4252,5.5,6.7,165
P03417,Marketing,Job Opportunity,0.3114,6.4,12.3,135
P03418,Design,Text,0.2258,32.9,5.6,854
P03419,Data Science,Video,0.2568,7.4,9.3,504
P03420,Finance,Article,0.42,45.0,4.9,117
P03421,Software,Text,0.7753,44.3,16.6,550
P03422,Finance,Text,0.4917,31.0,2.6,256
P03423,Machine Learning,Video,0.3507,2.8,6.2,93
P03424,Machine Learning,Job Opportunity,0.5154,71.0,1.6,122
P03425,Data Science,Article,0.4452,12.9,7.2,745
P03426,Design,Article,0.1617,44.8,1.0,973
P03427,Software,Job Opportunity,0.2101,0.2,5.1,580
P03428,Marketing,Article,0.0577,120.0,13.6,184
P03429,Marketing,Image,0.5426,10.2,9.2,499
P03430,Marketing,Image,0.2574,9.6,1.9,490
P03431,Machine Learning,Image,0.3242,7.7,11.5,45
P03432,Career,Article,0.245,50.4,5.1,527
P03433,Career,Image,0.3029,103.4,4.6,385
P03434,AI,Job Opportunity,0.3729,2.8,4.4,2156
P03435,Data Science,Text,0.3795,2.2,4.1,1622
P03436,Career,Video,0.3022,33.2,2.5,310
P03437,Software,Text,0.3736,7.5,3.9,472
P03438,Finance,Job Opportunity,0.1923,2.3,4.9,365
P03439,Career,Article,0.0762,9.6,0.9,227
P03440,Career,Text,0.3433,50.9,3.2,111
P03441,Data Science,Article,0.2597,1.3,8.3,193
P03442,Leadership,Job Opportunity,0.1997,6.4,4.9,230
P03443,Design,Video,0.2454,11.8,9.2,859
P03444,Finance,Article,0.1816,5.7,1.4,392
P03445,Design,Article,0.3658,50.1,1.4,210
P03446,Leadership,Job Opportunity,0.4647,2.0,6.3,183
P03447,Marketing,Article,0.5615,2.6,2.9,470
P03448,Leadership,Video,0.5001,69.7,3.1,257
P03449,Machine Learning,Video,0.2927,27.5,3.9,142
P03450,AI,Image,0.2717,34.3,3.3,157
P03451,Career,Video,0.176,14.7,4.3,1353
P03452,Leadership,Image,0.3153,187.2,7.0,298
P03453,Design,Article,0.3789,6.1,21.5,797
P03454,Finance,Text,0.4901,31.1,3.3,80
P03455,Data Science,Article,0.2774,2.1,10.7,851
P03456,Career,Text,0.5477,23.0,0.7,616
P03457,Design,Video,0.1653,2.6,4.6,674
P03458,Career,Video,0.483,19.0,5.5,92
P03459,Career,Job Opportunity,0.2817,6.1,3.2,339
P03460,Machine Learning,Job Opportunity,0.4351,0.6,4.3,172
P03461,Career,Text,0.1266,5.7,5.1,129
P03462,AI,Video,0.5868,16.1,2.5,73
P03463,Leadership,Video,0.674,28.6,6.6,140
P03464,Machine Learning,Job Opportunity,0.4756,44.8,6.1,132
P03465,AI,Article,0.4684,111.9,4.8,619
P03466,Leadership,Video,0.1303,23.6,4.5,203
P03467,Data Science,Text,0.5472,36.1,8.4,292
P03468,Career,Text,0.1159,13.7,7.7,863
P03469,Software,Video,0.2012,20.0,3.3,350
P03470,Leadership,Text,0.3996,62.6,10.8,186
P03471,Marketing,Article,0.4553,7.7,6.3,389
P03472,Career,Image,0.5868,56.3,4.4,176
P03473,Career,Article,0.2553,39.4,10.9,81
P03474,Marketing,Text,0.1296,16.7,1.3,445
P03475,Data Science,Video,0.2664,17.4,3.1,555
P03476,Finance,Video,0.3647,4.4,11.3,283
P03477,Marketing,Video,0.1477,34.5,6.4,298
P03478,Design,Job Opportunity,0.5275,25.4,7.0,235
P03479,Machine Learning,Text,0.2005,40.5,5.0,1139
P03480,AI,Article,0.4682,3.7,2.8,420
P03481,Finance,Article,0.749,2.0,4.8,298
P03482,Data Science,Text,0.4474,72.3,8.0,717
P03483,Design,Text,0.5072,15.7,4.9,770
P03484,Software,Job Opportunity,0.2006,15.8,8.0,471
P03485,Machine Learning,Text,0.3399,32.5,6.7,716
P03486,Machine Learning,Text,0.3103,5.4,3.1,515
P03487,Design,Job Opportunity,0.7363,0.2,6.7,344
P03488,Marketing,Image,0.4296,66.8,8.8,731
P03489,Design,Video,0.2672,11.6,2.4,156
P03490,Software,Text,0.1092,62.3,4.1,154
P03491,AI,Article,0.5517,33.4,4.5,491
P03492,Finance,Video,0.2814,88.1,6.0,192
P03493,Machine Learning,Article,0.4193,4.2,14.2,637
P03494,Machine Learning,Text,0.6733,25.8,2.9,404
P03495,Career,Job Opportunity,0.2981,25.7,4.4,1731
P03496,Data Science,Text,0.4227,58.9,3.1,150
P03497,AI,Article,0.4869,4.9,1.3,696
P03498,Machine Learning,Article,0.1154,83.3,7.5,222
P03499,Data Science,Job Opportunity,0.1072,46.9,13.7,418
P03500,Design,Article,0.1792,22.9,8.0,591
P03501,Marketing,Text,0.3669,25.4,2.6,453
P03502,Finance,Image,0.2614,15.3,2.6,496
P03503,Marketing,Text,0.092,13.2,4.3,463
P03504,Career,Image,0.4469,15.3,3.3,273
P03505,Machine Learning,Article,0.37,0.5,2.8,656
P03506,Finance,Image,0.4493,4.6,9.2,684
P03507,Data Science,Article,0.4448,20.0,9.5,253
P03508,AI,Text,0.1387,88.2,4.0,177
P03509,Finance,Text,0.2224,10.9,9.4,412
P03510,Leadership,Job Opportunity,0.3336,17.4,9.4,391
P03511,Marketing,Text,0.3815,74.2,2.4,92
P03512,AI,Image,0.3719,102.3,4.9,397
P03513,Data Science,Video,0.13,24.0,1.6,174
P03514,Data Science,Image,0.4237,46.3,3.0,71
P03515,Machine Learning,Video,0.1721,14.0,11.2,453
P03516,Finance,Text,0.4266,72.7,13.4,126
P03517,Finance,Video,0.3259,1.8,6.7,927
P03518,Career,Text,0.1482,42.0,9.5,619
P03519,Leadership,Job Opportunity,0.1656,20.5,3.5,402
P03520,Design,Job Opportunity,0.4536,103.3,3.4,1006
P03521,Data Science,Article,0.5321,13.3,7.4,715
P03522,Machine Learning,Job Opportunity,0.2991,8.9,4.4,162
P03523,Finance,Article,0.3591,20.3,0.9,743
P03524,Marketing,Video,0.2033,48.0,4.3,191
P03525,Software,Image,0.4054,15.3,10.5,689
P03526,Finance,Article,0.8044,2.0,4.9,236
P03527,Design,Article,0.4348,11.8,9.7,120
P03528,Leadership,Image,0.5563,62.7,1.2,465
P03529,Marketing,Text,0.1445,112.4,5.2,225
P03530,Design,Text,0.3586,4.3,3.9,784
P03531,AI,Image,0.1651,13.6,1.9,939
